School,Sport,Race,%N,2017-18,4-Class,GSR
Brigham Young University,Women's Basketball,Am. Ind./AN,-,-,-,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,Asian,-,-,-,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,Black,-,50-a,100-a,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,Hispanic,-,-,-,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,Nat. Haw./PI,-,100-a,50-a,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,US N-R,100-a,100-a,100-a,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,Two or More,-,-,-,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,Unknown,-,-,-,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,White,75-a,67-b,88-b,
Brigham Young University,Women's Basketball,,,,,
Brigham Young University,Women's Basketball,Total,80-a,71-c,86-c,
Brigham Young University,Women's CC/Track,,%-N,,,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,,2017-18,4-Class,GSR,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Am. Ind./AN,-,-,-,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Asian,-,-,-,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Black,-,67-a,67-a,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Hispanic,-,-,-,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Nat. Haw./PI,-,0-a,0-a,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,US N-R,-,-,100-a,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Two or More,-,-,-,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Unknown,25-a,44-b,50-b,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,White,86-b,88-e,91-e,
Brigham Young University,Women's CC/Track,,,,,
Brigham Young University,Women's CC/Track,Total,64-c,74-e,78-e,
Brigham Young University,Women's Other,,2017-18,4-Class,GSR,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Am. Ind./AN,-,-,-,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Asian,0-a,33-a,100-a,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Black,-,100-a,100-a,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Hispanic,100-a,100-b,100-b,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Nat. Haw./PI,67-a,43-b,57-b,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,US N-R,100-a,86-b,88-b,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Two or More,100-a,80-a,100-a,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Unknown,67-a,50-a,50-b,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,White,84-d,82-e,89-e,
Brigham Young University,Women's Other,,,,,
Brigham Young University,Women's Other,Total,82-e,78-e,86-e,
Brown University,Baseball,,2017-18 4-C,lass,GSR,
Brown University,Baseball,,,,,
Brown University,Baseball,Am. Ind./AN,-,-,-,
Brown University,Baseball,,,,,
Brown University,Baseball,Asian,-,-,-,
Brown University,Baseball,,,,,
Brown University,Baseball,Black,-,-,-,
Brown University,Baseball,,,,,
Brown University,Baseball,Hispanic,-,-,100-a,
Brown University,Baseball,,,,,
Brown University,Baseball,Nat. Haw./PI,-,-,-,
Brown University,Baseball,,,,,
Brown University,Baseball,US N-R,-,-,-,
Brown University,Baseball,,,,,
Brown University,Baseball,Two or More,-,-,50-a,
Brown University,Baseball,,,,,
Brown University,Baseball,Unknown,-,-,-,
Brown University,Baseball,,,,,
Brown University,Baseball,White,-,-,100-e,
Brown University,Baseball,,,,,
Brown University,Baseball,Total,-,-,96-e,
Brown University,Football,,%-N,,,
Brown University,Football,,,,,
Brown University,Football,,2017-18 4-C,lass,GSR,
Brown University,Football,,,,,
Brown University,Football,Am. Ind./AN,-,-,-,
Brown University,Football,,,,,
Brown University,Football,Asian,-,-,0-a,
Brown University,Football,,,,,
Brown University,Football,Black,-,-,94-e,
Brown University,Football,,,,,
Brown University,Football,Hispanic,-,-,100-a,
Brown University,Football,,,,,
Brown University,Football,Nat. Haw./PI,-,-,-,
Brown University,Football,,,,,
Brown University,Football,US N-R,-,-,100-a,
Brown University,Football,,,,,
Brown University,Football,Two or More,-,-,100-a,
Brown University,Football,,,,,
Brown University,Football,Unknown,-,-,100-a,
Brown University,Football,,,,,
Brown University,Football,White,-,-,99-e,
Brown University,Football,,,,,
Brown University,Football,Total,-,-,97-e,
Brown University,Men's Basketball,,%-N,,,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,,2017-18 4-C,lass,GSR,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Am. Ind./AN,-,-,-,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Asian,-,-,-,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Black,-,-,88-b,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Hispanic,-,-,-,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Nat. Haw./PI,-,-,-,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,US N-R,-,-,100-a,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Two or More,-,-,-,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Unknown,-,-,-,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,White,-,-,100-b,
Brown University,Men's Basketball,,,,,
Brown University,Men's Basketball,Total,-,-,94-d,
Brown University,Men's Other,,%-N,,,
Brown University,Men's Other,,,,,
Brown University,Men's Other,,2017-18 4-C,lass,GSR,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Am. Ind./AN,-,-,0-a,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Asian,-,-,91-c,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Black,-,-,100-a,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Hispanic,-,-,100-c,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Nat. Haw./PI,-,-,100-a,
Brown University,Men's Other,,,,,
Brown University,Men's Other,US N-R,-,-,100-c,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Two or More,-,-,100-b,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Unknown,-,-,100-a,
Brown University,Men's Other,,,,,
Brown University,Men's Other,White,-,-,97-e,
Brown University,Men's Other,,,,,
Brown University,Men's Other,Total,-,-,97-e,
Brown University,Men's CC/Track,,%-N,,,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,,2017-18 4-C,lass,GSR,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Am. Ind./AN,-,-,-,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Asian,-,-,50-a,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Black,-,-,100-a,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Hispanic,-,-,100-a,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,US N-R,-,-,100-a,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Two or More,-,-,100-a,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Unknown,-,-,100-a,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,White,-,-,92-e,
Brown University,Men's CC/Track,,,,,
Brown University,Men's CC/Track,Total,-,-,93-e,
Brown University,Women's Basketball,Am. Ind./AN,-,-,-,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,Asian,-,-,100-a,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,Black,-,-,100-a,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,Hispanic,-,-,-,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,Nat. Haw./PI,-,-,-,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,US N-R,-,-,100-a,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,Two or More,-,-,100-a,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,Unknown,-,-,100-a,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,White,-,-,100-b,
Brown University,Women's Basketball,,,,,
Brown University,Women's Basketball,Total,-,-,100-d,
Brown University,Women's CC/Track,,%-N,,,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,,2017-18,4-Class,GSR,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Am. Ind./AN,-,-,-,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Asian,-,-,100-a,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Black,-,-,100-b,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Hispanic,-,-,100-a,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,US N-R,-,-,-,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Two or More,-,-,100-a,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Unknown,-,-,100-a,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,White,-,-,97-e,
Brown University,Women's CC/Track,,,,,
Brown University,Women's CC/Track,Total,-,-,98-e,
Brown University,Women's Other,,2017-18,4-Class,GSR,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Am. Ind./AN,-,-,100-a,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Asian,-,-,100-c,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Black,-,-,100-b,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Hispanic,-,-,100-c,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Nat. Haw./PI,-,-,-,
Brown University,Women's Other,,,,,
Brown University,Women's Other,US N-R,-,-,100-b,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Two or More,-,-,100-c,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Unknown,-,-,100-b,
Brown University,Women's Other,,,,,
Brown University,Women's Other,White,-,-,99-e,
Brown University,Women's Other,,,,,
Brown University,Women's Other,Total,-,-,99-e,
Bryant University,Baseball,,2017-18 4,-Class,GSR,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Am. Ind./AN,-,-,-,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Asian,-,-,-,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Black,100-a,100-a,100-a,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Hispanic,-,100-a,100-a,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Nat. Haw./PI,-,-,-,
Bryant University,Baseball,,,,,
Bryant University,Baseball,US N-R,-,-,-,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Two or More,-,-,-,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Unknown,-,-,-,
Bryant University,Baseball,,,,,
Bryant University,Baseball,White,75-a,80-d,100-d,
Bryant University,Baseball,,,,,
Bryant University,Baseball,Total,80-a,82-e,100-d,
Bryant University,Football,,2017-18 4,-Class,GSR,
Bryant University,Football,,,,,
Bryant University,Football,Am. Ind./AN,-,100-a,100-a,
Bryant University,Football,,,,,
Bryant University,Football,Asian,-,-,-,
Bryant University,Football,,,,,
Bryant University,Football,Black,63-b,71-e,86-e,
Bryant University,Football,,,,,
Bryant University,Football,Hispanic,0-a,40-a,50-a,
Bryant University,Football,,,,,
Bryant University,Football,Nat. Haw./PI,-,-,-,
Bryant University,Football,,,,,
Bryant University,Football,US N-R,-,-,-,
Bryant University,Football,,,,,
Bryant University,Football,Two or More,50-a,70-b,100-b,
Bryant University,Football,,,,,
Bryant University,Football,Unknown,-,100-a,100-a,
Bryant University,Football,,,,,
Bryant University,Football,White,75-c,76-e,97-e,
Bryant University,Football,,,,,
Bryant University,Football,Total,64-e,73-e,91-e,
Bryant University,Men's Basketball,,2017-18 4,-Class,GSR,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Am. Ind./AN,-,-,-,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Asian,-,-,-,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Black,-,57-b,83-b,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Hispanic,-,-,-,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Nat. Haw./PI,-,-,-,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,US N-R,-,50-a,100-a,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Two or More,-,100-a,100-a,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Unknown,-,-,-,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,White,0-a,50-a,100-a,
Bryant University,Men's Basketball,,,,,
Bryant University,Men's Basketball,Total,0-a,58-c,90-b,
Bryant University,Men's Other,,2017-18 4,-Class,GSR,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Am. Ind./AN,-,-,-,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Asian,-,-,-,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Black,-,100-a,100-a,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Hispanic,-,100-a,100-a,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Nat. Haw./PI,-,100-a,100-a,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,US N-R,100-a,75-a,100-a,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Two or More,100-a,71-b,71-b,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Unknown,100-a,100-a,100-a,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,White,76-d,81-e,97-e,
Bryant University,Men's Other,,,,,
Bryant University,Men's Other,Total,83-e,81-e,95-e,
Bryant University,Men's CC/Track,Am. Ind./AN,-,-,-,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,Asian,-,-,-,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,Black,100-a,100-a,100-a,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,Hispanic,-,-,-,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,US N-R,-,-,-,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,Two or More,-,-,-,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,Unknown,-,-,-,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,White,-,100-a,100-a,
Bryant University,Men's CC/Track,,,,,
Bryant University,Men's CC/Track,Total,100-a,100-b,100-b,
Bryant University,Women's Basketball,Am. Ind./AN,-,-,-,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,Asian,-,-,-,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,Black,100-a,100-a,100-a,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,Hispanic,-,-,-,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,Nat. Haw./PI,-,-,-,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,US N-R,-,100-a,100-a,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,Two or More,-,100-a,100-a,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,Unknown,0-a,0-a,-,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,White,33-a,50-b,100-a,
Bryant University,Women's Basketball,,,,,
Bryant University,Women's Basketball,Total,40-a,67-c,100-c,
Bryant University,Women's CC/Track,,%-N,,,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,,2017-18,4-Class,GSR,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Am. Ind./AN,-,-,-,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Asian,-,-,-,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Black,-,-,-,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Hispanic,-,-,-,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,US N-R,-,-,-,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Two or More,-,100-a,100-a,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Unknown,-,-,-,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,White,100-a,88-b,100-b,
Bryant University,Women's CC/Track,,,,,
Bryant University,Women's CC/Track,Total,100-a,89-b,100-b,
Bryant University,Women's Other,,2017-18,4-Class,GSR,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Am. Ind./AN,-,-,-,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Asian,100-a,100-a,100-a,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Black,-,100-b,100-b,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Hispanic,0-a,25-a,100-a,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Nat. Haw./PI,-,-,-,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,US N-R,100-a,83-c,100-b,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Two or More,83-b,75-c,100-b,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Unknown,75-a,67-b,100-a,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,White,93-e,87-e,99-e,
Bryant University,Women's Other,,,,,
Bryant University,Women's Other,Total,88-e,84-e,99-e,
Bucknell University,Baseball,,2017-18 4,-Class,GSR,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Am. Ind./AN,-,-,-,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Asian,-,-,-,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Black,-,-,-,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Hispanic,-,-,-,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Nat. Haw./PI,-,-,-,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,US N-R,-,-,-,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Two or More,-,100-a,100-a,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Unknown,-,-,-,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,White,100-a,67-a,100-a,
Bucknell University,Baseball,,,,,
Bucknell University,Baseball,Total,100-a,75-a,100-a,
Bucknell University,Football,,2017-18 4,-Class,GSR,
Bucknell University,Football,,,,,
Bucknell University,Football,Am. Ind./AN,-,-,-,
Bucknell University,Football,,,,,
Bucknell University,Football,Asian,-,-,-,
Bucknell University,Football,,,,,
Bucknell University,Football,Black,100-a,94-d,94-d,
Bucknell University,Football,,,,,
Bucknell University,Football,Hispanic,100-a,75-a,75-a,
Bucknell University,Football,,,,,
Bucknell University,Football,Nat. Haw./PI,-,-,-,
Bucknell University,Football,,,,,
Bucknell University,Football,US N-R,100-a,100-a,100-a,
Bucknell University,Football,,,,,
Bucknell University,Football,Two or More,100-a,67-a,100-a,
Bucknell University,Football,,,,,
Bucknell University,Football,Unknown,-,-,-,
Bucknell University,Football,,,,,
Bucknell University,Football,White,90-b,84-e,97-e,
Bucknell University,Football,,,,,
Bucknell University,Football,Total,94-d,85-e,95-e,
Bucknell University,Men's Basketball,,2017-18 4,-Class,GSR,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Am. Ind./AN,-,-,-,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Asian,-,-,-,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Black,100-a,83-b,83-b,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Hispanic,-,-,-,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Nat. Haw./PI,-,-,-,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,US N-R,-,100-a,100-a,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Two or More,-,0-a,-,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Unknown,-,-,-,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,White,50-a,80-a,100-a,
Bucknell University,Men's Basketball,,,,,
Bucknell University,Men's Basketball,Total,67-a,77-c,91-c,
Bucknell University,Men's Other,,2017-18 4,-Class,GSR,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Am. Ind./AN,-,-,-,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Asian,-,-,-,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Black,-,-,-,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Hispanic,-,100-a,100-a,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Nat. Haw./PI,-,-,-,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,US N-R,-,100-a,100-b,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Two or More,-,-,100-a,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Unknown,-,-,-,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,White,82-d,77-e,93-e,
Bucknell University,Men's Other,,,,,
Bucknell University,Men's Other,Total,82-d,80-e,94-e,
Bucknell University,Men's CC/Track,Am. Ind./AN,-,-,-,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,Asian,-,-,-,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,Black,-,-,-,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,Hispanic,-,-,-,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,US N-R,-,-,-,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,Two or More,-,100-a,100-a,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,Unknown,-,-,-,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,White,100-a,89-b,100-b,
Bucknell University,Men's CC/Track,,,,,
Bucknell University,Men's CC/Track,Total,100-a,90-b,100-b,
Bucknell University,Women's Basketball,Am. Ind./AN,-,-,-,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,Asian,-,-,-,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,Black,-,100-a,100-a,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,Hispanic,100-a,100-a,100-a,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,Nat. Haw./PI,-,-,-,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,US N-R,-,-,-,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,Two or More,-,-,-,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,Unknown,-,-,-,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,White,100-a,82-c,100-b,
Bucknell University,Women's Basketball,,,,,
Bucknell University,Women's Basketball,Total,100-a,86-c,100-c,
Bucknell University,Women's CC/Track,,%-N,,,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,,2017-18,4-Class,GSR,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Am. Ind./AN,-,-,-,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Asian,-,-,-,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Black,-,50-a,100-a,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Hispanic,-,100-a,100-a,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,US N-R,-,-,-,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Two or More,-,100-a,100-a,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Unknown,-,-,-,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,White,88-b,93-e,100-e,
Bucknell University,Women's CC/Track,,,,,
Bucknell University,Women's CC/Track,Total,88-b,90-e,100-e,
Bucknell University,Women's Other,,2017-18,4-Class,GSR,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Am. Ind./AN,-,-,-,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Asian,100-a,100-a,100-a,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Black,100-a,83-b,100-b,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Hispanic,100-a,100-b,100-b,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Nat. Haw./PI,-,-,-,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,US N-R,100-a,67-a,100-a,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Two or More,100-a,100-b,100-b,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Unknown,-,-,-,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,White,95-e,96-e,100-e,
Bucknell University,Women's Other,,,,,
Bucknell University,Women's Other,Total,96-e,95-e,100-e,
Butler University,Baseball,,2017-18 4,-Class,GSR,
Butler University,Baseball,,,,,
Butler University,Baseball,Am. Ind./AN,-,-,-,
Butler University,Baseball,,,,,
Butler University,Baseball,Asian,-,-,-,
Butler University,Baseball,,,,,
Butler University,Baseball,Black,100-a,100-a,100-a,
Butler University,Baseball,,,,,
Butler University,Baseball,Hispanic,-,-,-,
Butler University,Baseball,,,,,
Butler University,Baseball,Nat. Haw./PI,-,-,-,
Butler University,Baseball,,,,,
Butler University,Baseball,US N-R,-,-,-,
Butler University,Baseball,,,,,
Butler University,Baseball,Two or More,-,-,-,
Butler University,Baseball,,,,,
Butler University,Baseball,Unknown,-,100-a,100-a,
Butler University,Baseball,,,,,
Butler University,Baseball,White,88-b,74-e,96-e,
Butler University,Baseball,,,,,
Butler University,Baseball,Total,89-b,76-e,96-e,
Butler University,Football,,%-N,,,
Butler University,Football,,,,,
Butler University,Football,,2017-18 4-C,lass,GSR,
Butler University,Football,,,,,
Butler University,Football,Am. Ind./AN,-,-,-,
Butler University,Football,,,,,
Butler University,Football,Asian,-,-,-,
Butler University,Football,,,,,
Butler University,Football,Black,-,-,75-a,
Butler University,Football,,,,,
Butler University,Football,Hispanic,-,-,100-a,
Butler University,Football,,,,,
Butler University,Football,Nat. Haw./PI,-,-,-,
Butler University,Football,,,,,
Butler University,Football,US N-R,-,-,-,
Butler University,Football,,,,,
Butler University,Football,Two or More,-,-,89-b,
Butler University,Football,,,,,
