Cohort Year,School,Conference,Sport,State,GSR,FGR,GSR Report,FGR Report,PDF_URL
2017,University of North Alabama,Atlantic Sun Conference,Overall,AL,76,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/487.pdf?v=1748710721067
2017,North Carolina A&T State University,Coastal Athletic Association,Overall,NC,86,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/488.pdf?v=1748710721067
2017,North Carolina Central University,Mid-Eastern Athletic Conf.,Overall,NC,79,47,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/489.pdf?v=1748710721067
2017,North Carolina State University,Atlantic Coast Conference,Overall,NC,92,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/490.pdf?v=1748710721067
2017,North Dakota State University,The Summit League,Overall,ND,94,76,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/493.pdf?v=1748710721067
2017,University of North Dakota,The Summit League,Overall,ND,87,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/494.pdf?v=1748710721067
2017,University of North Texas,American Athletic Conference,Overall,TX,84,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/497.pdf?v=1748710721067
2017,University of Louisiana Monroe,Sun Belt Conference,Overall,LA,89,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/498.pdf?v=1748710721067
2017,Northeastern University,Coastal Athletic Association,Overall,MA,97,83,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/500.pdf?v=1748710721067
2017,Northern Arizona University,Big Sky Conference,Overall,AZ,81,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/501.pdf?v=1748710721067
2017,University of Northern Colorado,Big Sky Conference,Overall,CO,93,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/502.pdf?v=1748710721067
2017,Northern Illinois University,Mid-American Conference,Overall,IL,88,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/503.pdf?v=1748710721067
2017,University of Northern Iowa,Missouri Valley Conference,Overall,IA,91,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/504.pdf?v=1748710721067
2017,Northern Kentucky University,Horizon League,Overall,KY,92,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/505.pdf?v=1748710721067
2017,Northwestern State University,Southland Conference,Overall,LA,87,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/508.pdf?v=1748710721067
2017,Northwestern University,Big Ten Conference,Overall,IL,98,94,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/509.pdf?v=1748710721067
2017,University of Notre Dame,Atlantic Coast Conference,Overall,IN,99,91,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/513.pdf?v=1748710721067
2017,Oakland University,Horizon League,Overall,MI,87,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/514.pdf?v=1748710721067
2017,The Ohio State University,Big Ten Conference,Overall,OH,93,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/518.pdf?v=1748710721067
2017,Ohio University,Mid-American Conference,Overall,OH,93,76,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/519.pdf?v=1748710721067
2017,Oklahoma State University,Big 12 Conference,Overall,OK,91,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/521.pdf?v=1748710721067
2017,University of Oklahoma,Big 12 Conference,Overall,OK,87,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/522.pdf?v=1748710721067
2017,Old Dominion University,Sun Belt Conference,Overall,VA,88,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/523.pdf?v=1748710721067
2017,Oral Roberts University,The Summit League,Overall,OK,89,56,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/527.pdf?v=1748710721067
2017,Oregon State University,Pac-12 Conference,Overall,OR,90,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/528.pdf?v=1748710721067
2017,University of Oregon,Pac-12 Conference,Overall,OR,85,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/529.pdf?v=1748710721067
2017,University of the Pacific,West Coast Conference,Overall,CA,91,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/534.pdf?v=1748710721067
2017,The University of Texas Rio Grande Valley,Western Athletic Conference,Overall,TX,85,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/536.pdf?v=1748710721067
2017,Pennsylvania State University,Big Ten Conference,Overall,PA,93,79,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/539.pdf?v=1748710721067
2017,University of Pennsylvania,The Ivy League,Overall,PA,97,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/540.pdf?v=1748710721067
2017,Pepperdine University,West Coast Conference,Overall,CA,95,78,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/541.pdf?v=1748710721067
2017,University of Pittsburgh,Atlantic Coast Conference,Overall,PA,92,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/545.pdf?v=1748710721067
2017,Portland State University,Big Sky Conference,Overall,OR,89,55,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/550.pdf?v=1748710721067
2017,University of Portland,West Coast Conference,Overall,OR,94,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/551.pdf?v=1748710721067
2017,Prairie View A&M University,Southwestern Athletic Conf.,Overall,TX,76,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/553.pdf?v=1748710721067
2017,Princeton University,The Ivy League,Overall,NJ,98,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/554.pdf?v=1748710721067
2017,Providence College,Big East Conference,Overall,RI,95,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/556.pdf?v=1748710721067
2017,Purdue University,Big Ten Conference,Overall,IN,90,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/559.pdf?v=1748710721067
2017,Quinnipiac University,Metro Atlantic Athletic Conference,Overall,CT,93,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/562.pdf?v=1748710721067
2017,Radford University,Big South Conference,Overall,VA,91,58,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/563.pdf?v=1748710721067
2017,University of Rhode Island,Atlantic 10 Conference,Overall,RI,93,74,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/572.pdf?v=1748710721067
2017,Rice University,American Athletic Conference,Overall,TX,94,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/574.pdf?v=1748710721067
2017,University of Richmond,Atlantic 10 Conference,Overall,VA,98,81,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/575.pdf?v=1748710721067
2017,Rider University,Metro Atlantic Athletic Conference,Overall,NJ,95,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/576.pdf?v=1748710721067
2017,Robert Morris University,Horizon League,Overall,PA,92,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/579.pdf?v=1748710721067
2017,"Rutgers, The State University of New Jersey, New Brunswick",Big Ten Conference,Overall,NJ,91,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/587.pdf?v=1748710721067
2017,Sacred Heart University,Northeast Conference,Overall,CT,92,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/590.pdf?v=1748710721067
2017,St. Bonaventure University,Atlantic 10 Conference,Overall,NY,98,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/596.pdf?v=1748710721067
2017,Saint Francis University,Northeast Conference,Overall,PA,92,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/600.pdf?v=1748710721067
2017,St. John's University (New York),Big East Conference,Overall,NY,91,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/603.pdf?v=1748710721067
2017,Saint Joseph's University,Atlantic 10 Conference,Overall,PA,94,81,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/606.pdf?v=1748710721067
2017,Saint Louis University,Atlantic 10 Conference,Overall,MO,96,76,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/609.pdf?v=1748710721067
2017,Saint Mary's College of California,West Coast Conference,Overall,CA,94,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/610.pdf?v=1748710721067
2017,Saint Peter's University,Metro Atlantic Athletic Conference,Overall,NJ,94,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/617.pdf?v=1748710721067
2017,Sam Houston State University,Conference USA,Overall,TX,83,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/624.pdf?v=1748710721067
2017,Samford University,Southern Conference,Overall,AL,98,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/625.pdf?v=1748710721067
2017,San Diego State University,Mountain West Conference,Overall,CA,86,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/626.pdf?v=1748710721067
2017,University of San Diego,West Coast Conference,Overall,CA,95,74,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/627.pdf?v=1748710721067
2017,University of San Francisco,West Coast Conference,Overall,CA,97,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/629.pdf?v=1748710721067
2017,San Jose State University,Mountain West Conference,Overall,CA,82,56,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/630.pdf?v=1748710721067
2017,Santa Clara University,West Coast Conference,Overall,CA,99,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/631.pdf?v=1748710721067
2017,Seton Hall University,Big East Conference,Overall,NJ,98,80,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/635.pdf?v=1748710721067
2017,Siena College,Metro Atlantic Athletic Conference,Overall,NY,95,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/639.pdf?v=1748710721067
2017,University of South Alabama,Sun Belt Conference,Overall,AL,90,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/646.pdf?v=1748710721067
2017,South Carolina State University,Mid-Eastern Athletic Conf.,Overall,SC,81,51,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/647.pdf?v=1748710721067
2017,"University of South Carolina, Columbia",Southeastern Conference,Overall,SC,94,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/648.pdf?v=1748710721067
2017,South Dakota State University,The Summit League,Overall,SD,86,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/649.pdf?v=1748710721067
2017,University of South Dakota,The Summit League,Overall,SD,93,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/650.pdf?v=1748710721067
2017,University of South Florida,American Athletic Conference,Overall,FL,88,58,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/651.pdf?v=1748710721067
2017,Southeast Missouri State University,Ohio Valley Conference,Overall,MO,88,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/654.pdf?v=1748710721067
2017,Southeastern Louisiana University,Southland Conference,Overall,LA,86,58,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/655.pdf?v=1748710721067
2017,University of Southern California,Pac-12 Conference,Overall,CA,94,76,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/657.pdf?v=1748710721067
2017,Southern Illinois University at Carbondale,Missouri Valley Conference,Overall,IL,89,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/659.pdf?v=1748710721067
2017,Southern Illinois University Edwardsville,Ohio Valley Conference,Overall,IL,96,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/660.pdf?v=1748710721067
2017,Southern Methodist University,American Athletic Conference,Overall,TX,92,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/663.pdf?v=1748710721067
2017,The University of Southern Mississippi,Sun Belt Conference,Overall,MS,84,58,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/664.pdf?v=1748710721067
2017,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Overall,LA,74,57,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/665.pdf?v=1748710721067
2017,Southern Utah University,Western Athletic Conference,Overall,UT,82,57,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/667.pdf?v=1748710721067
2017,Missouri State University,Missouri Valley Conference,Overall,MO,87,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/669.pdf?v=1748710721067
2017,Texas State University,Sun Belt Conference,Overall,TX,84,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/670.pdf?v=1748710721067
2017,University of Louisiana at Lafayette,Sun Belt Conference,Overall,LA,87,55,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/671.pdf?v=1748710721067
2017,Stanford University,Pac-12 Conference,Overall,CA,98,94,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/674.pdf?v=1748710721067
2017,Stephen F. Austin State University,Western Athletic Conference,Overall,TX,76,55,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/676.pdf?v=1748710721067
2017,Stetson University,Atlantic Sun Conference,Overall,FL,90,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/678.pdf?v=1748710721067
2017,Stony Brook University,Coastal Athletic Association,Overall,NY,94,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/683.pdf?v=1748710721067
2017,Syracuse University,Atlantic Coast Conference,Overall,NY,93,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/688.pdf?v=1748710721067
2017,Temple University,American Athletic Conference,Overall,PA,93,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/690.pdf?v=1748710721067
2017,Tennessee State University,Ohio Valley Conference,Overall,TN,82,57,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/691.pdf?v=1748710721067
2017,Tennessee Technological University,Ohio Valley Conference,Overall,TN,88,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/692.pdf?v=1748710721067
2017,University of Tennessee at Chattanooga,Southern Conference,Overall,TN,83,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/693.pdf?v=1748710721067
2017,"University of Tennessee, Knoxville",Southeastern Conference,Overall,TN,93,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/694.pdf?v=1748710721067
2017,University of Tennessee at Martin,Ohio Valley Conference,Overall,TN,83,56,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/695.pdf?v=1748710721067
2017,"Texas A&M University, College Station",Southeastern Conference,Overall,TX,87,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/697.pdf?v=1748710721067
2017,Texas Christian University,Big 12 Conference,Overall,TX,86,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/698.pdf?v=1748710721067
2017,Texas Southern University,Southwestern Athletic Conf.,Overall,TX,82,52,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/699.pdf?v=1748710721067
2017,Texas Tech University,Big 12 Conference,Overall,TX,84,57,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/700.pdf?v=1748710721067
2017,University of Texas at Arlington,Western Athletic Conference,Overall,TX,89,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/702.pdf?v=1748710721067
2017,University of Texas at Austin,Big 12 Conference,Overall,TX,89,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/703.pdf?v=1748710721067
2017,University of Texas at El Paso,Conference USA,Overall,TX,84,52,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/704.pdf?v=1748710721067
2017,University of Texas at San Antonio,American Athletic Conference,Overall,TX,90,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/706.pdf?v=1748710721067
2017,University of Toledo,Mid-American Conference,Overall,OH,93,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/709.pdf?v=1748710721067
2017,Towson University,Coastal Athletic Association,Overall,MD,90,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/711.pdf?v=1748710721067
2017,Troy University,Sun Belt Conference,Overall,AL,86,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/716.pdf?v=1748710721067
2017,Tulane University,American Athletic Conference,Overall,LA,95,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/718.pdf?v=1748710721067
2017,The University of Tulsa,American Athletic Conference,Overall,OK,88,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/719.pdf?v=1748710721067
2017,U.S. Air Force Academy,Mountain West Conference,Overall,CO,93,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/721.pdf?v=1748710721067
2017,U.S. Military Academy,Patriot League,Overall,NY,92,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/725.pdf?v=1748710721067
2017,U.S. Naval Academy,Patriot League,Overall,MD,94,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/726.pdf?v=1748710721067
2017,Utah State University,Mountain West Conference,Overall,UT,91,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/731.pdf?v=1748710721067
2017,University of Utah,Pac-12 Conference,Overall,UT,95,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/732.pdf?v=1748710721067
2017,Valparaiso University,Missouri Valley Conference,Overall,IN,92,80,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/735.pdf?v=1748710721067
2017,Vanderbilt University,Southeastern Conference,Overall,TN,96,79,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/736.pdf?v=1748710721067
2017,University of Vermont,America East Conference,Overall,VT,98,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/738.pdf?v=1748710721067
2017,Villanova University,Big East Conference,Overall,PA,98,86,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/739.pdf?v=1748710721067
2017,Virginia Commonwealth University,Atlantic 10 Conference,Overall,VA,94,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/740.pdf?v=1748710721067
2017,Virginia Military Institute,Southern Conference,Overall,VA,88,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/741.pdf?v=1748710721067
2017,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Overall,VA,90,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/742.pdf?v=1748710721067
2017,University of Virginia,Atlantic Coast Conference,Overall,VA,96,82,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/746.pdf?v=1748710721067
2017,Wagner College,Northeast Conference,Overall,NY,94,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/748.pdf?v=1748710721067
2017,Wake Forest University,Atlantic Coast Conference,Overall,NC,96,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/749.pdf?v=1748710721067
2017,Washington State University,Pac-12 Conference,Overall,WA,91,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/754.pdf?v=1748710721067
2017,University of Washington,Pac-12 Conference,Overall,WA,94,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/756.pdf?v=1748710721067
2017,Weber State University,Big Sky Conference,Overall,UT,80,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/758.pdf?v=1748710721067
2017,West Virginia University,Big 12 Conference,Overall,WV,94,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/768.pdf?v=1748710721067
2017,Western Carolina University,Southern Conference,Overall,NC,86,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/769.pdf?v=1748710721067
2017,Western Illinois University,Ohio Valley Conference,Overall,IL,87,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/771.pdf?v=1748710721067
2017,Western Kentucky University,Conference USA,Overall,KY,90,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/772.pdf?v=1748710721067
2017,Western Michigan University,Mid-American Conference,Overall,MI,89,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/774.pdf?v=1748710721067
2017,Wichita State University,American Athletic Conference,Overall,KS,89,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/782.pdf?v=1748710721067
2017,William & Mary,Coastal Athletic Association,Overall,VA,95,88,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/786.pdf?v=1748710721067
2017,Winthrop University,Big South Conference,Overall,SC,87,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/792.pdf?v=1748710721067
2017,University of Wisconsin-Green Bay,Horizon League,Overall,WI,94,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/794.pdf?v=1748710721067
2017,University of Wisconsin-Madison,Big Ten Conference,Overall,WI,94,79,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/796.pdf?v=1748710721067
2017,University of Wisconsin-Milwaukee,Horizon League,Overall,WI,89,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/797.pdf?v=1748710721067
2017,Wright State University,Horizon League,Overall,OH,89,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/810.pdf?v=1748710721067
2017,University of Wyoming,Mountain West Conference,Overall,WY,90,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/811.pdf?v=1748710721067
2017,Xavier University,Big East Conference,Overall,OH,95,74,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/812.pdf?v=1748710721067
2017,Yale University,The Ivy League,Overall,CT,99,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/813.pdf?v=1748710721067
2017,Youngstown State University,Horizon League,Overall,OH,80,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/817.pdf?v=1748710721067
2017,University of Central Arkansas,Atlantic Sun Conference,Overall,AR,90,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1004.pdf?v=1748710721067
2017,College of Charleston (South Carolina),Coastal Athletic Association,Overall,SC,91,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1014.pdf?v=1748710721067
2017,Elon University,Coastal Athletic Association,Overall,NC,96,81,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1068.pdf?v=1748710721067
2017,Gardner-Webb University,Big South Conference,Overall,NC,90,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1092.pdf?v=1748710721067
2017,Grand Canyon University,Western Athletic Conference,Overall,AZ,92,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1104.pdf?v=1748710721067
2017,Kennesaw State University,Atlantic Sun Conference,Overall,GA,84,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1157.pdf?v=1748710721067
2017,Presbyterian College,Big South Conference,Overall,SC,89,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1320.pdf?v=1748710721067
2017,Seattle University,Western Athletic Conference,Overall,WA,95,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/1356.pdf?v=1748710721067
2017,1 - DI CA Test,Independent,Overall,AK,33,25,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/2675.pdf?v=1748710721067
2017,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Overall,AR,83,53,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/2678.pdf?v=1748710721067
2017,Indiana University Indianapolis,Horizon League,Overall,IN,95,78,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/2699.pdf?v=1748710721067
2017,University of Missouri-Kansas City,The Summit League,Overall,MO,89,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/2707.pdf?v=1748710721067
2017,University of North Florida,Atlantic Sun Conference,Overall,FL,94,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/2711.pdf?v=1748710721067
2017,University of the Incarnate Word,Southland Conference,Overall,TX,83,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/2743.pdf?v=1748710721067
2017,Wofford College,Southern Conference,Overall,SC,94,76,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/2915.pdf?v=1748710721067
2017,University of South Carolina Upstate,Big South Conference,Overall,SC,89,50,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/10411.pdf?v=1748710721067
2017,Belmont University,Missouri Valley Conference,Overall,TN,97,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/14927.pdf?v=1748710721067
2017,High Point University,Big South Conference,Overall,NC,94,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/19651.pdf?v=1748710721067
2017,Texas A&M University-Corpus Christi,Southland Conference,Overall,TX,91,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/26172.pdf?v=1748710721067
2017,Lipscomb University,Atlantic Sun Conference,Overall,TN,91,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/28600.pdf?v=1748710721067
2017,Florida Gulf Coast University,Atlantic Sun Conference,Overall,FL,94,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/28755.pdf?v=1748710721067
2017,Utah Valley University,Western Athletic Conference,Overall,UT,83,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/30024.pdf?v=1748710721067
2017,California Baptist University,Western Athletic Conference,Overall,CA,87,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2024/30135.pdf?v=1748710721067
