Cohort Year,School,Conference,Sport,State,GSR,FGR,GSR Report,FGR Report,PDF_URL
2007,Norfolk State University,Mid-Eastern Athletic Conf.,Overall,VA,59,49,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/485.pdf?v=1750871843630
2007,North Carolina A&T State University,Mid-Eastern Athletic Conf.,Overall,NC,59,53,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/488.pdf?v=1750871843630
2007,North Carolina Central University,Mid-Eastern Athletic Conf.,Overall,NC,66,50,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/489.pdf?v=1750871843630
2007,North Carolina State University,Atlantic Coast Conference,Overall,NC,81,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/490.pdf?v=1750871843630
2007,North Dakota State University,The Summit League,Overall,ND,82,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/493.pdf?v=1750871843630
2007,University of North Dakota,Big Sky Conference,Overall,ND,81,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/494.pdf?v=1750871843630
2007,University of North Texas,Conference USA,Overall,TX,78,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/497.pdf?v=1750871843630
2007,University of Louisiana Monroe,Sun Belt Conference,Overall,LA,63,55,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/498.pdf?v=1750871843630
2007,Northeastern University,Coastal Athletic Association,Overall,MA,91,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/500.pdf?v=1750871843630
2007,Northern Arizona University,Big Sky Conference,Overall,AZ,85,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/501.pdf?v=1750871843630
2007,University of Northern Colorado,Big Sky Conference,Overall,CO,78,56,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/502.pdf?v=1750871843630
2007,Northern Illinois University,Mid-American Conference,Overall,IL,89,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/503.pdf?v=1750871843630
2007,University of Northern Iowa,Missouri Valley Conference,Overall,IA,82,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/504.pdf?v=1750871843630
2007,Northern Kentucky University,Atlantic Sun Conference,Overall,KY,73,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/505.pdf?v=1750871843630
2007,Northwestern State University,Southland Conference,Overall,LA,68,50,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/508.pdf?v=1750871843630
2007,Northwestern University,Big Ten Conference,Overall,IL,96,88,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/509.pdf?v=1750871843630
2007,University of Notre Dame,Atlantic Coast Conference,Overall,IN,99,89,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/513.pdf?v=1750871843630
2007,Oakland University,Horizon League,Overall,MI,80,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/514.pdf?v=1750871843630
2007,The Ohio State University,Big Ten Conference,Overall,OH,89,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/518.pdf?v=1750871843630
2007,Ohio University,Mid-American Conference,Overall,OH,81,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/519.pdf?v=1750871843630
2007,Oklahoma State University,Big 12 Conference,Overall,OK,70,53,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/521.pdf?v=1750871843630
2007,University of Oklahoma,Big 12 Conference,Overall,OK,80,57,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/522.pdf?v=1750871843630
2007,Old Dominion University,Conference USA,Overall,VA,76,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/523.pdf?v=1750871843630
2007,Oral Roberts University,Southland Conference,Overall,OK,77,57,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/527.pdf?v=1750871843630
2007,Oregon State University,Pac-12 Conference,Overall,OR,79,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/528.pdf?v=1750871843630
2007,University of Oregon,Pac-12 Conference,Overall,OR,82,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/529.pdf?v=1750871843630
2007,University of the Pacific,West Coast Conference,Overall,CA,87,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/534.pdf?v=1750871843630
2007,The University of Texas Rio Grande Valley,Western Athletic Conference,Overall,TX,75,53,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/536.pdf?v=1750871843630
2007,Pennsylvania State University,Big Ten Conference,Overall,PA,89,79,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/539.pdf?v=1750871843630
2007,University of Pennsylvania,The Ivy League,Overall,PA,96,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/540.pdf?v=1750871843630
2007,Pepperdine University,West Coast Conference,Overall,CA,91,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/541.pdf?v=1750871843630
2007,University of Pittsburgh,Atlantic Coast Conference,Overall,PA,79,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/545.pdf?v=1750871843630
2007,Portland State University,Big Sky Conference,Overall,OR,69,43,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/550.pdf?v=1750871843630
2007,University of Portland,West Coast Conference,Overall,OR,93,74,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/551.pdf?v=1750871843630
2007,Prairie View A&M University,Southwestern Athletic Conf.,Overall,TX,61,48,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/553.pdf?v=1750871843630
2007,Princeton University,The Ivy League,Overall,NJ,97,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/554.pdf?v=1750871843630
2007,Providence College,Big East Conference,Overall,RI,90,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/556.pdf?v=1750871843630
2007,Purdue University,Big Ten Conference,Overall,IN,82,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/559.pdf?v=1750871843630
2007,Quinnipiac University,Metro Atlantic Athletic Conference,Overall,CT,83,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/562.pdf?v=1750871843630
2007,Radford University,Big South Conference,Overall,VA,88,74,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/563.pdf?v=1750871843630
2007,University of Rhode Island,Atlantic 10 Conference,Overall,RI,83,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/572.pdf?v=1750871843630
2007,Rice University,Conference USA,Overall,TX,92,82,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/574.pdf?v=1750871843630
2007,University of Richmond,Atlantic 10 Conference,Overall,VA,92,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/575.pdf?v=1750871843630
2007,Rider University,Metro Atlantic Athletic Conference,Overall,NJ,92,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/576.pdf?v=1750871843630
2007,Robert Morris University,Northeast Conference,Overall,PA,77,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/579.pdf?v=1750871843630
2007,Rochester Institute of Technology,Liberty League,Overall,NY,,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/580.pdf?v=1750871843630
2007,"Rutgers, The State University of New Jersey, New Brunswick",American Athletic Conference,Overall,NJ,86,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/587.pdf?v=1750871843630
2007,Sacred Heart University,Northeast Conference,Overall,CT,81,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/590.pdf?v=1750871843630
2007,St. Bonaventure University,Atlantic 10 Conference,Overall,NY,91,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/596.pdf?v=1750871843630
2007,St. Francis College Brooklyn,Northeast Conference,Overall,NY,86,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/599.pdf?v=1750871843630
2007,Saint Francis University,Northeast Conference,Overall,PA,84,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/600.pdf?v=1750871843630
2007,St. John's University (New York),Big East Conference,Overall,NY,89,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/603.pdf?v=1750871843630
2007,Saint Joseph's University,Atlantic 10 Conference,Overall,PA,92,81,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/606.pdf?v=1750871843630
2007,Saint Louis University,Atlantic 10 Conference,Overall,MO,89,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/609.pdf?v=1750871843630
2007,Saint Mary's College of California,West Coast Conference,Overall,CA,93,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/610.pdf?v=1750871843630
2007,Saint Peter's University,Metro Atlantic Athletic Conference,Overall,NJ,88,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/617.pdf?v=1750871843630
2007,Sam Houston State University,Southland Conference,Overall,TX,69,57,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/624.pdf?v=1750871843630
2007,Samford University,Southern Conference,Overall,AL,97,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/625.pdf?v=1750871843630
2007,San Diego State University,Mountain West Conference,Overall,CA,77,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/626.pdf?v=1750871843630
2007,University of San Diego,West Coast Conference,Overall,CA,90,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/627.pdf?v=1750871843630
2007,University of San Francisco,West Coast Conference,Overall,CA,79,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/629.pdf?v=1750871843630
2007,San Jose State University,Mountain West Conference,Overall,CA,67,55,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/630.pdf?v=1750871843630
2007,Santa Clara University,West Coast Conference,Overall,CA,96,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/631.pdf?v=1750871843630
2007,Savannah State University,Mid-Eastern Athletic Conf.,Overall,GA,46,35,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/632.pdf?v=1750871843630
2007,Seton Hall University,Big East Conference,Overall,NJ,93,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/635.pdf?v=1750871843630
2007,Siena College,Metro Atlantic Athletic Conference,Overall,NY,92,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/639.pdf?v=1750871843630
2007,University of South Alabama,Sun Belt Conference,Overall,AL,73,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/646.pdf?v=1750871843630
2007,South Carolina State University,Mid-Eastern Athletic Conf.,Overall,SC,70,56,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/647.pdf?v=1750871843630
2007,"University of South Carolina, Columbia",Southeastern Conference,Overall,SC,85,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/648.pdf?v=1750871843630
2007,South Dakota State University,The Summit League,Overall,SD,81,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/649.pdf?v=1750871843630
2007,University of South Dakota,The Summit League,Overall,SD,74,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/650.pdf?v=1750871843630
2007,University of South Florida,American Athletic Conference,Overall,FL,83,56,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/651.pdf?v=1750871843630
2007,Southeast Missouri State University,Ohio Valley Conference,Overall,MO,76,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/654.pdf?v=1750871843630
2007,Southeastern Louisiana University,Southland Conference,Overall,LA,72,47,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/655.pdf?v=1750871843630
2007,University of Southern California,Pac-12 Conference,Overall,CA,80,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/657.pdf?v=1750871843630
2007,Southern Illinois University at Carbondale,Missouri Valley Conference,Overall,IL,80,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/659.pdf?v=1750871843630
2007,Southern Illinois University Edwardsville,Ohio Valley Conference,Overall,IL,87,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/660.pdf?v=1750871843630
2007,Southern Methodist University,American Athletic Conference,Overall,TX,82,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/663.pdf?v=1750871843630
2007,The University of Southern Mississippi,Conference USA,Overall,MS,77,55,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/664.pdf?v=1750871843630
2007,"Southern University, Baton Rouge",Southwestern Athletic Conf.,Overall,LA,59,49,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/665.pdf?v=1750871843630
2007,Southern Utah University,Big Sky Conference,Overall,UT,65,47,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/667.pdf?v=1750871843630
2007,Missouri State University,Missouri Valley Conference,Overall,MO,82,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/669.pdf?v=1750871843630
2007,Texas State University,Sun Belt Conference,Overall,TX,74,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/670.pdf?v=1750871843630
2007,University of Louisiana at Lafayette,Sun Belt Conference,Overall,LA,76,64,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/671.pdf?v=1750871843630
2007,Stanford University,Pac-12 Conference,Overall,CA,98,95,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/674.pdf?v=1750871843630
2007,Stephen F. Austin State University,Southland Conference,Overall,TX,62,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/676.pdf?v=1750871843630
2007,Stetson University,Atlantic Sun Conference,Overall,FL,91,74,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/678.pdf?v=1750871843630
2007,Stony Brook University,America East Conference,Overall,NY,79,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/683.pdf?v=1750871843630
2007,Syracuse University,Atlantic Coast Conference,Overall,NY,88,73,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/688.pdf?v=1750871843630
2007,Temple University,American Athletic Conference,Overall,PA,82,66,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/690.pdf?v=1750871843630
2007,Tennessee State University,Ohio Valley Conference,Overall,TN,59,45,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/691.pdf?v=1750871843630
2007,Tennessee Technological University,Ohio Valley Conference,Overall,TN,79,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/692.pdf?v=1750871843630
2007,University of Tennessee at Chattanooga,Southern Conference,Overall,TN,67,50,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/693.pdf?v=1750871843630
2007,"University of Tennessee, Knoxville",Southeastern Conference,Overall,TN,78,59,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/694.pdf?v=1750871843630
2007,University of Tennessee at Martin,Ohio Valley Conference,Overall,TN,70,49,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/695.pdf?v=1750871843630
2007,"Texas A&M University, College Station",Southeastern Conference,Overall,TX,76,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/697.pdf?v=1750871843630
2007,Texas Christian University,Big 12 Conference,Overall,TX,87,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/698.pdf?v=1750871843630
2007,Texas Southern University,Southwestern Athletic Conf.,Overall,TX,48,41,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/699.pdf?v=1750871843630
2007,Texas Tech University,Big 12 Conference,Overall,TX,79,58,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/700.pdf?v=1750871843630
2007,University of Texas at Arlington,Sun Belt Conference,Overall,TX,76,55,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/702.pdf?v=1750871843630
2007,University of Texas at Austin,Big 12 Conference,Overall,TX,83,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/703.pdf?v=1750871843630
2007,University of Texas at El Paso,Conference USA,Overall,TX,75,56,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/704.pdf?v=1750871843630
2007,University of Texas at San Antonio,Conference USA,Overall,TX,66,50,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/706.pdf?v=1750871843630
2007,University of Toledo,Mid-American Conference,Overall,OH,78,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/709.pdf?v=1750871843630
2007,Towson University,Coastal Athletic Association,Overall,MD,81,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/711.pdf?v=1750871843630
2007,Troy University,Sun Belt Conference,Overall,AL,74,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/716.pdf?v=1750871843630
2007,Tulane University,Conference USA,Overall,LA,90,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/718.pdf?v=1750871843630
2007,The University of Tulsa,Conference USA,Overall,OK,86,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/719.pdf?v=1750871843630
2007,U.S. Air Force Academy,Mountain West Conference,Overall,CO,90,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/721.pdf?v=1750871843630
2007,U.S. Military Academy,Patriot League,Overall,NY,90,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/725.pdf?v=1750871843630
2007,U.S. Naval Academy,Patriot League,Overall,MD,89,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/726.pdf?v=1750871843630
2007,Utah State University,Mountain West Conference,Overall,UT,87,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/731.pdf?v=1750871843630
2007,University of Utah,Pac-12 Conference,Overall,UT,81,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/732.pdf?v=1750871843630
2007,Valparaiso University,Horizon League,Overall,IN,89,70,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/735.pdf?v=1750871843630
2007,Vanderbilt University,Southeastern Conference,Overall,TN,90,75,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/736.pdf?v=1750871843630
2007,University of Vermont,America East Conference,Overall,VT,88,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/738.pdf?v=1750871843630
2007,Villanova University,Big East Conference,Overall,PA,96,88,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/739.pdf?v=1750871843630
2007,Virginia Commonwealth University,Atlantic 10 Conference,Overall,VA,76,52,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/740.pdf?v=1750871843630
2007,Virginia Military Institute,Big South Conference,Overall,VA,76,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/741.pdf?v=1750871843630
2007,Virginia Polytechnic Institute and State University,Atlantic Coast Conference,Overall,VA,88,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/742.pdf?v=1750871843630
2007,University of Virginia,Atlantic Coast Conference,Overall,VA,86,76,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/746.pdf?v=1750871843630
2007,Wagner College,Northeast Conference,Overall,NY,92,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/748.pdf?v=1750871843630
2007,Wake Forest University,Atlantic Coast Conference,Overall,NC,94,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/749.pdf?v=1750871843630
2007,Washington State University,Pac-12 Conference,Overall,WA,77,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/754.pdf?v=1750871843630
2007,University of Washington,Pac-12 Conference,Overall,WA,80,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/756.pdf?v=1750871843630
2007,Weber State University,Big Sky Conference,Overall,UT,66,52,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/758.pdf?v=1750871843630
2007,West Virginia University,Big 12 Conference,Overall,WV,83,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/768.pdf?v=1750871843630
2007,Western Carolina University,Southern Conference,Overall,NC,82,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/769.pdf?v=1750871843630
2007,Western Illinois University,The Summit League,Overall,IL,77,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/771.pdf?v=1750871843630
2007,Western Kentucky University,Sun Belt Conference,Overall,KY,80,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/772.pdf?v=1750871843630
2007,Western Michigan University,Mid-American Conference,Overall,MI,83,72,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/774.pdf?v=1750871843630
2007,Wichita State University,Missouri Valley Conference,Overall,KS,83,54,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/782.pdf?v=1750871843630
2007,William & Mary,Coastal Athletic Association,Overall,VA,91,82,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/786.pdf?v=1750871843630
2007,Winthrop University,Big South Conference,Overall,SC,86,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/792.pdf?v=1750871843630
2007,University of Wisconsin-Green Bay,Horizon League,Overall,WI,90,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/794.pdf?v=1750871843630
2007,University of Wisconsin-Madison,Big Ten Conference,Overall,WI,84,71,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/796.pdf?v=1750871843630
2007,University of Wisconsin-Milwaukee,Horizon League,Overall,WI,76,62,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/797.pdf?v=1750871843630
2007,Wright State University,Horizon League,Overall,OH,79,69,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/810.pdf?v=1750871843630
2007,University of Wyoming,Mountain West Conference,Overall,WY,77,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/811.pdf?v=1750871843630
2007,Xavier University,Big East Conference,Overall,OH,94,79,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/812.pdf?v=1750871843630
2007,Yale University,The Ivy League,Overall,CT,98,,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/813.pdf?v=1750871843630
2007,Youngstown State University,Horizon League,Overall,OH,76,65,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/817.pdf?v=1750871843630
2007,University of Central Arkansas,Southland Conference,Overall,AR,72,46,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1004.pdf?v=1750871843630
2007,College of Charleston (South Carolina),Coastal Athletic Association,Overall,SC,74,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1014.pdf?v=1750871843630
2007,Elon University,Southern Conference,Overall,NC,89,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1068.pdf?v=1750871843630
2007,Gardner-Webb University,Big South Conference,Overall,NC,86,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1092.pdf?v=1750871843630
2007,Grand Canyon University,Western Athletic Conference,Overall,AZ,57,41,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1104.pdf?v=1750871843630
2007,Kennesaw State University,Atlantic Sun Conference,Overall,GA,76,53,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1157.pdf?v=1750871843630
2007,Presbyterian College,Big South Conference,Overall,SC,89,67,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1320.pdf?v=1750871843630
2007,Seattle University,Western Athletic Conference,Overall,WA,94,81,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/1356.pdf?v=1750871843630
2007,"University of Arkansas, Pine Bluff",Southwestern Athletic Conf.,Overall,AR,62,47,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/2678.pdf?v=1750871843630
2007,Indiana University Indianapolis,The Summit League,Overall,IN,74,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/2699.pdf?v=1750871843630
2007,University of Missouri-Kansas City,Western Athletic Conference,Overall,MO,83,60,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/2707.pdf?v=1750871843630
2007,University of North Florida,Atlantic Sun Conference,Overall,FL,80,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/2711.pdf?v=1750871843630
2007,University of the Incarnate Word,Southland Conference,Overall,TX,73,61,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/2743.pdf?v=1750871843630
2007,Wofford College,Southern Conference,Overall,SC,94,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/2915.pdf?v=1750871843630
2007,University of South Carolina Upstate,Atlantic Sun Conference,Overall,SC,74,48,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/10411.pdf?v=1750871843630
2007,Belmont University,Ohio Valley Conference,Overall,TN,96,77,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/14927.pdf?v=1750871843630
2007,High Point University,Big South Conference,Overall,NC,90,68,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/19651.pdf?v=1750871843630
2007,Texas A&M University-Corpus Christi,Southland Conference,Overall,TX,78,43,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/26172.pdf?v=1750871843630
2007,Lipscomb University,Atlantic Sun Conference,Overall,TN,84,63,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/28600.pdf?v=1750871843630
2007,Florida Gulf Coast University,Atlantic Sun Conference,Overall,FL,67,45,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/28755.pdf?v=1750871843630
2007,Utah Valley University,Western Athletic Conference,Overall,UT,65,44,,,https://web3.ncaa.org/aprsearch/public_reports/inst2014/30024.pdf?v=1750871843630
