School,Sport,Race,%N,2013-14,4-Class,GSR
Arizona State University,Baseball,,2007-08,4-Class,GSR,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Am. Ind./AN,-,-,-,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Asian,-,50-a,50-a,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Black,0-a,0-a,-,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Hispanic,-,100-a,100-a,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Nat. Haw./PI,-,-,-,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,N-R Alien,-,-,100-a,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Two or More,-,-,-,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Unknown,-,-,-,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,White,50-b,19-e,77-c,
Arizona State University,Baseball,,,,,
Arizona State University,Baseball,Total,43-b,23-e,78-d,
Arizona State University,Football,,2007-08,4-Class,GSR,
Arizona State University,Football,,,,,
Arizona State University,Football,Am. Ind./AN,-,-,-,
Arizona State University,Football,,,,,
Arizona State University,Football,Asian,-,25-a,20-a,
Arizona State University,Football,,,,,
Arizona State University,Football,Black,78-b,55-e,71-e,
Arizona State University,Football,,,,,
Arizona State University,Football,Hispanic,-,-,0-a,
Arizona State University,Football,,,,,
Arizona State University,Football,Nat. Haw./PI,-,100-a,50-a,
Arizona State University,Football,,,,,
Arizona State University,Football,N-R Alien,-,-,0-a,
Arizona State University,Football,,,,,
Arizona State University,Football,Two or More,100-a,100-a,100-a,
Arizona State University,Football,,,,,
Arizona State University,Football,Unknown,-,-,-,
Arizona State University,Football,,,,,
Arizona State University,Football,White,86-b,59-e,86-e,
Arizona State University,Football,,,,,
Arizona State University,Football,Total,82-d,56-e,69-e,
Arizona State University,Men's Basketball,,2007-08,4-Class,GSR,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Am. Ind./AN,-,-,-,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Asian,-,-,-,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Black,50-a,33-b,71-b,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Hispanic,-,-,-,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Nat. Haw./PI,-,-,-,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,N-R Alien,-,-,-,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Two or More,-,-,-,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Unknown,-,-,-,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,White,100-a,75-a,100-a,
Arizona State University,Men's Basketball,,,,,
Arizona State University,Men's Basketball,Total,60-a,46-c,80-b,
Arizona State University,Men's Other,,2007-08,4-Class,GSR,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Am. Ind./AN,-,0-a,0-a,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Asian,-,50-a,100-a,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Black,100-a,100-a,100-a,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Hispanic,25-a,38-b,60-a,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Nat. Haw./PI,-,-,-,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,N-R Alien,100-a,67-b,86-b,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Two or More,-,-,-,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Unknown,-,100-a,50-a,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,White,14-b,44-e,74-d,
Arizona State University,Men's Other,,,,,
Arizona State University,Men's Other,Total,36-c,48-e,73-e,
Arizona State University,Men's CC/Track,,2007-08,4-Class,GSR,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Am. Ind./AN,-,-,-,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Asian,-,-,-,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Black,-,25-a,82-c,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Hispanic,100-a,100-a,100-a,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,N-R Alien,-,-,-,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Two or More,-,-,-,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Unknown,-,-,-,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,White,100-a,100-b,100-b,
Arizona State University,Men's CC/Track,,,,,
Arizona State University,Men's CC/Track,Total,100-a,75-c,90-d,
Arizona State University,Women's Basketball,Am. Ind./AN,-,-,-,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,Asian,-,-,-,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,Black,-,67-a,100-b,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,Hispanic,-,0-a,-,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,Nat. Haw./PI,-,-,-,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,N-R Alien,-,-,-,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,Two or More,-,-,-,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,Unknown,-,-,0-a,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,White,50-a,88-b,100-b,
Arizona State University,Women's Basketball,,,,,
Arizona State University,Women's Basketball,Total,50-a,75-c,93-c,
Arizona State University,Women's CC/Track,Am. Ind./AN,-,-,-,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,Asian,-,-,-,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,Black,100-a,100-a,100-b,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,Hispanic,-,-,100-a,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,N-R Alien,-,-,0-a,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,Two or More,-,-,-,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,Unknown,-,-,0-a,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,White,50-a,70-b,89-b,
Arizona State University,Women's CC/Track,,,,,
Arizona State University,Women's CC/Track,Total,67-a,77-c,85-d,
Arizona State University,Women's Other,,2007-08,4-Class,GSR,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Am. Ind./AN,-,-,-,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Asian,100-a,100-a,100-a,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Black,67-a,75-a,100-a,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Hispanic,-,58-c,100-b,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Nat. Haw./PI,-,-,-,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,N-R Alien,100-a,73-c,76-d,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Two or More,-,-,-,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Unknown,-,100-a,100-a,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,White,78-e,81-e,90-e,
Arizona State University,Women's Other,,,,,
Arizona State University,Women's Other,Total,81-e,79-e,90-e,
Arkansas State University,Baseball,,2007-08,4-Class,GSR,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Am. Ind./AN,-,-,0-a,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Asian,-,-,-,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Black,-,-,100-a,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Hispanic,0-a,0-a,100-a,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Nat. Haw./PI,-,-,-,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,N-R Alien,-,-,100-a,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Two or More,-,-,-,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Unknown,-,-,100-a,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,White,50-a,50-c,76-e,
Arkansas State University,Baseball,,,,,
Arkansas State University,Baseball,Total,40-a,47-c,80-e,
Arkansas State University,Football,,2007-08,4-Class,GSR,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Am. Ind./AN,-,-,-,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Asian,-,-,-,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Black,46-c,51-e,56-e,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Hispanic,-,-,-,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Nat. Haw./PI,-,-,100-a,
Arkansas State University,Football,,,,,
Arkansas State University,Football,N-R Alien,-,-,-,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Two or More,-,-,100-a,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Unknown,-,50-a,67-a,
Arkansas State University,Football,,,,,
Arkansas State University,Football,White,50-a,65-d,80-d,
Arkansas State University,Football,,,,,
Arkansas State University,Football,Total,47-d,55-e,63-e,
Arkansas State University,Men's Basketball,,2007-08,4-Class,GSR,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Am. Ind./AN,-,-,-,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Asian,-,-,-,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Black,100-a,50-a,50-c,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Hispanic,-,-,-,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Nat. Haw./PI,-,-,-,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,N-R Alien,-,-,-,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Two or More,-,-,-,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Unknown,-,-,-,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,White,0-a,0-a,50-a,
Arkansas State University,Men's Basketball,,,,,
Arkansas State University,Men's Basketball,Total,50-a,20-a,50-d,
Arkansas State University,Men's Other,,2007-08,4-Class,GSR,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Am. Ind./AN,-,-,-,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Asian,-,-,-,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Black,-,-,-,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Hispanic,-,-,-,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Nat. Haw./PI,-,-,-,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,N-R Alien,100-a,100-a,100-a,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Two or More,-,-,-,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Unknown,-,-,-,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,White,33-a,38-b,80-a,
Arkansas State University,Men's Other,,,,,
Arkansas State University,Men's Other,Total,50-a,44-b,86-b,
Arkansas State University,Men's CC/Track,,2007-08,4-Class,GSR,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Am. Ind./AN,-,-,-,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Asian,-,-,-,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Black,67-a,50-a,67-a,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Hispanic,-,-,-,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,N-R Alien,100-a,50-a,80-a,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Two or More,-,-,-,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Unknown,-,0-a,0-a,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,White,100-a,58-c,75-c,
Arkansas State University,Men's CC/Track,,,,,
Arkansas State University,Men's CC/Track,Total,80-a,52-e,68-e,
Arkansas State University,Women's Basketball,Am. Ind./AN,-,-,-,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,Asian,-,-,-,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,Black,67-a,45-c,55-c,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,Hispanic,-,-,-,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,Nat. Haw./PI,-,-,-,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,N-R Alien,-,-,-,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,Two or More,-,-,-,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,Unknown,-,-,-,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,White,0-a,63-b,100-b,
Arkansas State University,Women's Basketball,,,,,
Arkansas State University,Women's Basketball,Total,40-a,53-d,71-d,
Arkansas State University,Women's CC/Track,20,07-08 4-,Class,GSR,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Am. Ind./AN,-,-,-,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Asian,-,-,-,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Black,25-a,22-b,38-b,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Hispanic,-,-,-,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,N-R Alien,-,100-a,50-a,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Two or More,-,-,-,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Unknown,-,-,-,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,White,100-a,87-c,93-c,
Arkansas State University,Women's CC/Track,,,,,
Arkansas State University,Women's CC/Track,Total,63-b,64-e,72-e,
Arkansas State University,Women's Other,,2007-08,4-Class,GSR,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Am. Ind./AN,-,-,-,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Asian,-,-,0-a,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Black,100-a,75-a,75-a,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Hispanic,0-a,33-a,50-a,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Nat. Haw./PI,-,-,-,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,N-R Alien,60-a,64-c,100-c,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Two or More,-,-,-,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Unknown,-,-,0-a,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,White,50-b,56-e,76-e,
Arkansas State University,Women's Other,,,,,
Arkansas State University,Women's Other,Total,50-d,58-e,78-e,
Auburn University,Baseball,,2007-08,4-Class,GSR,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Am. Ind./AN,-,-,-,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Asian,-,-,-,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Black,-,0-a,0-a,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Hispanic,-,-,-,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Nat. Haw./PI,-,-,-,
Auburn University,Baseball,,,,,
Auburn University,Baseball,N-R Alien,-,-,-,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Two or More,-,-,-,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Unknown,-,-,-,
Auburn University,Baseball,,,,,
Auburn University,Baseball,White,54-c,39-e,60-e,
Auburn University,Baseball,,,,,
Auburn University,Baseball,Total,54-c,38-e,58-e,
Auburn University,Football,,2007-08,4-Class,GSR,
Auburn University,Football,,,,,
Auburn University,Football,Am. Ind./AN,-,-,-,
Auburn University,Football,,,,,
Auburn University,Football,Asian,-,0-a,-,
Auburn University,Football,,,,,
Auburn University,Football,Black,50-b,52-e,61-e,
Auburn University,Football,,,,,
Auburn University,Football,Hispanic,-,0-a,-,
Auburn University,Football,,,,,
Auburn University,Football,Nat. Haw./PI,-,-,-,
Auburn University,Football,,,,,
Auburn University,Football,N-R Alien,-,-,-,
Auburn University,Football,,,,,
Auburn University,Football,Two or More,-,-,-,
Auburn University,Football,,,,,
Auburn University,Football,Unknown,-,100-a,100-a,
Auburn University,Football,,,,,
Auburn University,Football,White,67-b,80-d,85-d,
Auburn University,Football,,,,,
Auburn University,Football,Total,58-d,58-e,68-e,
Auburn University,Men's Basketball,,2007-08,4-Class,GSR,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Am. Ind./AN,-,-,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Asian,-,-,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Black,-,58-c,62-c,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Hispanic,-,-,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Nat. Haw./PI,-,-,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,N-R Alien,0-a,0-a,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Two or More,-,-,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Unknown,-,0-a,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,White,-,0-a,-,
Auburn University,Men's Basketball,,,,,
Auburn University,Men's Basketball,Total,0-a,47-c,62-c,
Auburn University,Men's Other,,2007-08,4-Class,GSR,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Am. Ind./AN,-,0-a,0-a,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Asian,-,-,-,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Black,-,-,-,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Hispanic,-,-,-,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Nat. Haw./PI,-,-,-,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,N-R Alien,100-a,67-a,80-c,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Two or More,-,-,-,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Unknown,-,-,-,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,White,86-b,61-e,73-e,
Auburn University,Men's Other,,,,,
Auburn University,Men's Other,Total,88-b,60-e,73-e,
Auburn University,Men's CC/Track,,2007-08,4-Class,GSR,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Am. Ind./AN,-,-,-,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Asian,-,-,-,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Black,50-a,33-b,44-b,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Hispanic,-,-,-,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,N-R Alien,100-a,100-a,80-a,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Two or More,-,-,-,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Unknown,-,-,-,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,White,33-a,50-b,67-b,
Auburn University,Men's CC/Track,,,,,
Auburn University,Men's CC/Track,Total,50-b,44-d,60-d,
Auburn University,Women's Basketball,Am. Ind./AN,-,-,-,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,Asian,-,-,-,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,Black,-,82-c,100-c,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,Hispanic,-,-,-,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,Nat. Haw./PI,-,-,-,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,N-R Alien,-,0-a,-,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,Two or More,-,-,-,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,Unknown,0-a,0-a,-,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,White,50-a,50-a,100-a,
Auburn University,Women's Basketball,,,,,
Auburn University,Women's Basketball,Total,33-a,67-c,100-c,
Auburn University,Women's CC/Track,Am. Ind./AN,-,-,-,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,Asian,-,-,-,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,Black,75-a,73-c,75-c,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,Hispanic,-,-,-,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,N-R Alien,100-a,100-a,80-a,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,Two or More,-,-,-,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,Unknown,-,-,100-a,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,White,0-a,75-a,100-a,
Auburn University,Women's CC/Track,,,,,
Auburn University,Women's CC/Track,Total,71-b,79-d,81-e,
Auburn University,Women's Other,,2007-08,4-Class,GSR,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Am. Ind./AN,-,-,-,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Asian,-,-,-,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Black,67-a,89-b,100-b,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Hispanic,100-a,60-a,75-a,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Nat. Haw./PI,-,-,-,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,N-R Alien,25-a,36-c,88-b,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Two or More,-,-,-,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Unknown,-,100-a,100-a,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,White,83-e,73-e,91-e,
Auburn University,Women's Other,,,,,
Auburn University,Women's Other,Total,77-e,71-e,91-e,
Austin Peay State University,Baseball,,2007-08,4-Class,GSR,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Am. Ind./AN,-,-,-,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Asian,-,-,-,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Black,-,-,-,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Hispanic,-,-,100-a,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Nat. Haw./PI,-,-,-,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,N-R Alien,-,-,-,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Two or More,-,-,-,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Unknown,-,-,-,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,White,33-a,50-d,77-e,
Austin Peay State University,Baseball,,,,,
Austin Peay State University,Baseball,Total,33-a,50-d,77-e,
Austin Peay State University,Football,,2007-08,4-Class,GSR,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Am. Ind./AN,-,-,100-a,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Asian,-,-,100-a,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Black,60-b,56-e,56-e,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Hispanic,-,-,0-a,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Nat. Haw./PI,-,-,-,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,N-R Alien,-,0-a,-,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Two or More,-,-,-,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Unknown,-,-,-,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,White,56-b,56-d,74-e,
Austin Peay State University,Football,,,,,
Austin Peay State University,Football,Total,58-d,55-e,66-e,
Austin Peay State University,Men's Basketball,,2007-08,4-Class,GSR,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Am. Ind./AN,-,-,-,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Asian,-,-,-,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Black,100-a,82-c,90-b,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Hispanic,-,-,-,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Nat. Haw./PI,-,-,-,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,N-R Alien,-,100-a,100-a,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Two or More,-,-,-,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Unknown,-,-,-,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,White,-,50-a,100-a,
Austin Peay State University,Men's Basketball,,,,,
Austin Peay State University,Men's Basketball,Total,100-a,79-c,92-c,
Austin Peay State University,Men's Other,,2007-08,4-Class,GSR,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Am. Ind./AN,-,-,-,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Asian,-,-,-,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Black,-,-,-,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Hispanic,100-a,100-a,100-a,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Nat. Haw./PI,-,-,-,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,N-R Alien,0-a,50-a,80-a,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Two or More,-,-,-,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Unknown,-,-,-,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,White,75-a,55-c,90-b,
Austin Peay State University,Men's Other,,,,,
Austin Peay State University,Men's Other,Total,67-b,57-c,88-d,
