School,Sport,Race,%N,2013-14,4-Class,GSR
University of Alabama,Football,Am. Ind./AN,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Asian,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Black,67-c,57-e,72-e,
University of Alabama,Football,,,,,
University of Alabama,Football,Hispanic,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Nat. Haw./PI,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,N-R Alien,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Two or More,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,Unknown,-,-,-,
University of Alabama,Football,,,,,
University of Alabama,Football,White,60-a,67-e,96-e,
University of Alabama,Football,,,,,
University of Alabama,Football,Total,65-d,60-e,80-e,
University of Alabama,Men's Basketball,,2007-08,4-Class,GSR,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Am. Ind./AN,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Asian,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Black,67-a,63-d,87-c,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Hispanic,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,N-R Alien,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Two or More,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Unknown,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,White,-,-,-,
University of Alabama,Men's Basketball,,,,,
University of Alabama,Men's Basketball,Total,67-a,63-d,87-c,
University of Alabama,Men's Other,,2007-08,4-Class,GSR,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Am. Ind./AN,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Asian,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Black,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Hispanic,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Nat. Haw./PI,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,N-R Alien,100-a,100-a,100-c,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Two or More,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Unknown,-,-,-,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,White,56-b,70-e,96-e,
University of Alabama,Men's Other,,,,,
University of Alabama,Men's Other,Total,60-b,74-e,97-e,
University of Alabama,Men's CC/Track,,2007-08,4-Class,GSR,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Am. Ind./AN,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Asian,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Black,-,100-a,86-b,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Hispanic,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Nat. Haw./PI,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,N-R Alien,100-a,75-a,100-b,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Two or More,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Unknown,-,-,-,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,White,100-a,57-b,100-a,
University of Alabama,Men's CC/Track,,,,,
University of Alabama,Men's CC/Track,Total,100-a,71-c,95-e,
University of Alabama,Women's Basketball,Am. Ind./AN,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Asian,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Black,67-a,50-b,88-b,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Hispanic,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,N-R Alien,-,100-a,100-a,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Two or More,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Unknown,-,-,-,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,White,50-a,60-a,100-a,
University of Alabama,Women's Basketball,,,,,
University of Alabama,Women's Basketball,Total,60-a,56-d,92-c,
University of Alabama,Women's CC/Track,Am. Ind./AN,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Asian,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Black,50-a,60-b,86-b,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Hispanic,-,33-a,100-a,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Nat. Haw./PI,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,N-R Alien,-,100-a,67-a,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Two or More,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Unknown,-,-,-,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,White,83-b,86-c,100-c,
University of Alabama,Women's CC/Track,,,,,
University of Alabama,Women's CC/Track,Total,70-b,71-e,92-e,
University of Alabama,Women's Other,,2007-08,4-Class,GSR,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Am. Ind./AN,-,-,-,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Asian,-,-,-,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Black,50-a,83-b,100-a,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Hispanic,100-a,50-a,100-a,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Nat. Haw./PI,-,-,-,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,N-R Alien,100-a,71-c,100-c,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Two or More,-,-,-,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Unknown,-,-,-,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,White,79-e,85-e,95-e,
University of Alabama,Women's Other,,,,,
University of Alabama,Women's Other,Total,79-e,82-e,96-e,
University of Alabama at Birmingham,Baseball,,2007-08,4-Class,GSR,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Asian,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Black,0-a,0-a,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Hispanic,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,N-R Alien,-,-,100-a,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Two or More,-,-,-,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Unknown,-,-,100-a,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,White,100-a,68-e,91-e,
University of Alabama at Birmingham,Baseball,,,,,
University of Alabama at Birmingham,Baseball,Total,80-a,65-e,91-e,
University of Alabama at Birmingham,Football,,2007-08,4-Class,GSR,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Asian,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Black,47-c,45-e,61-e,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Hispanic,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,N-R Alien,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Two or More,-,-,-,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Unknown,100-a,100-a,100-a,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,White,50-b,56-d,57-e,
University of Alabama at Birmingham,Football,,,,,
University of Alabama at Birmingham,Football,Total,50-e,49-e,61-e,
University of Alabama at Birmingham,Men's Basketball,,2007-08,4-Class,GSR,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Asian,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Black,50-a,56-b,50-d,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Hispanic,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,N-R Alien,0-a,0-a,100-a,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Two or More,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Unknown,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,White,-,-,-,
University of Alabama at Birmingham,Men's Basketball,,,,,
University of Alabama at Birmingham,Men's Basketball,Total,33-a,50-b,53-d,
University of Alabama at Birmingham,Men's Other,,2007-08,4-Class,GSR,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Am. Ind./AN,100-a,100-a,100-a,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Asian,-,-,100-a,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Black,-,100-a,100-a,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Hispanic,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,N-R Alien,75-a,70-b,86-c,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Two or More,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Unknown,-,-,-,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,White,100-a,50-d,64-e,
University of Alabama at Birmingham,Men's Other,,,,,
University of Alabama at Birmingham,Men's Other,Total,86-b,63-e,77-e,
University of Alabama at Birmingham,Women's Basketball,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Asian,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Black,0-a,50-c,73-c,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Hispanic,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,N-R Alien,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Two or More,-,-,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Unknown,0-a,0-a,-,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,White,100-a,67-a,100-a,
University of Alabama at Birmingham,Women's Basketball,,,,,
University of Alabama at Birmingham,Women's Basketball,Total,25-a,50-d,77-c,
University of Alabama at Birmingham,Women's CC/Track,20,07-08 4-,Class,GSR,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Asian,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Black,40-a,43-c,60-b,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Hispanic,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,N-R Alien,-,100-a,67-a,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Two or More,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Unknown,-,-,-,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,White,100-a,60-c,90-b,
University of Alabama at Birmingham,Women's CC/Track,,,,,
University of Alabama at Birmingham,Women's CC/Track,Total,57-b,53-e,74-e,
University of Alabama at Birmingham,Women's Other,,2007-08,4-Class,GSR,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Am. Ind./AN,-,-,-,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Asian,100-a,100-a,100-a,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Black,0-a,33-a,100-a,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Hispanic,-,-,100-a,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Nat. Haw./PI,-,-,-,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,N-R Alien,75-a,76-d,86-e,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Two or More,-,-,-,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Unknown,100-a,100-a,100-a,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,White,69-d,68-e,84-e,
University of Alabama at Birmingham,Women's Other,,,,,
University of Alabama at Birmingham,Women's Other,Total,70-e,70-e,86-e,
