School,Sport,Race,%N,2017-18,4-Class,GSR
Academy of Art University,Baseball,,2017-18 4,-ClassA,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Am. Ind./AN,-,-,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Asian,-,-,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Black,-,100-a,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Hispanic,0-a,33-a,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Nat. Haw./PI,-,-,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,US N-R,-,-,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Two or More,-,-,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Unknown,-,0-a,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,White,100-a,80-a,,
Academy of Art University,Baseball,,,,,
Academy of Art University,Baseball,Total,50-a,60-b,,
Academy of Art University,Football,,%-N,,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,,2017-18 4-C,lassA,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Am. Ind./AN,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Asian,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Black,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Hispanic,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Nat. Haw./PI,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,US N-R,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Two or More,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Unknown,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,White,-,-,,
Academy of Art University,Football,,,,,
Academy of Art University,Football,Total,-,-,,
Academy of Art University,Men's Basketball,Am. Ind./AN,-,-,-,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,Asian,-,-,-,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,Black,-,67-a,27-c,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,Hispanic,-,-,100-a,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,Nat. Haw./PI,-,-,-,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,US N-R,-,-,50-a,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,Two or More,-,50-a,50-a,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,Unknown,0-a,0-a,100-a,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,White,67-a,60-a,80-a,
Academy of Art University,Men's Basketball,,,,,
Academy of Art University,Men's Basketball,Total,50-a,50-c,50-e,
Academy of Art University,Men's Other,Am. Ind./AN,-,-,-,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,Asian,0-a,0-a,-,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,Black,-,-,-,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,Hispanic,-,50-b,71-b,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,Nat. Haw./PI,-,-,-,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,US N-R,-,-,100-a,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,Two or More,-,0-a,33-a,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,Unknown,100-a,50-a,83-b,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,White,100-a,80-c,100-d,
Academy of Art University,Men's Other,,,,,
Academy of Art University,Men's Other,Total,80-a,59-e,86-e,
Academy of Art University,Men's CC/Track,,2017-18 4,-Class,ASR,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Am. Ind./AN,-,-,-,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Asian,-,-,-,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Black,25-a,22-b,54-c,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Hispanic,-,100-a,100-a,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,US N-R,-,-,0-a,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Two or More,-,100-a,50-a,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Unknown,-,-,100-a,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,White,0-a,33-b,67-b,
Academy of Art University,Men's CC/Track,,,,,
Academy of Art University,Men's CC/Track,Total,20-a,35-d,56-e,
Academy of Art University,Women's Basketball,Am. Ind./AN,100-a,100-a,100-a,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,Asian,-,-,-,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,Black,100-a,100-a,43-b,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,Hispanic,-,0-a,-,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,Nat. Haw./PI,-,-,-,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,US N-R,-,-,-,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,Two or More,-,-,33-a,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,Unknown,-,0-a,0-a,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,White,0-a,0-a,50-a,
Academy of Art University,Women's Basketball,,,,,
Academy of Art University,Women's Basketball,Total,67-a,25-b,41-d,
Academy of Art University,Women's CC/Track,,%-N,,,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,,2017-18,4-Class,ASR,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Am. Ind./AN,-,-,-,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Asian,-,-,-,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Black,100-a,71-b,73-c,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Hispanic,100-a,75-a,100-a,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,US N-R,-,-,50-a,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Two or More,-,33-a,50-a,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Unknown,-,67-a,67-a,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,White,100-a,80-a,100-a,
Academy of Art University,Women's CC/Track,,,,,
Academy of Art University,Women's CC/Track,Total,100-a,68-e,77-e,
Academy of Art University,Women's Other,,2017-18,4-Class,ASR,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Am. Ind./AN,-,-,-,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Asian,-,60-a,100-a,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Black,50-a,67-a,67-a,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Hispanic,100-a,57-b,70-b,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Nat. Haw./PI,67-a,71-b,88-b,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,US N-R,100-a,100-a,75-a,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Two or More,100-a,89-b,83-c,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Unknown,-,50-b,70-b,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,White,60-a,71-e,89-e,
Academy of Art University,Women's Other,,,,,
Academy of Art University,Women's Other,Total,71-c,69-e,82-e,
Adams State University,Baseball,,2017-18 4,-Class,ASR,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Am. Ind./AN,-,-,100-a,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Asian,-,-,-,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Black,-,-,-,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Hispanic,0-a,0-b,38-c,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Nat. Haw./PI,-,-,100-a,
Adams State University,Baseball,,,,,
Adams State University,Baseball,US N-R,-,-,-,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Two or More,-,100-a,50-a,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Unknown,0-a,0-a,57-b,
Adams State University,Baseball,,,,,
Adams State University,Baseball,White,75-b,54-e,64-e,
Adams State University,Baseball,,,,,
Adams State University,Baseball,Total,43-c,37-e,59-e,
Adams State University,Football,,2017-18 4,-Class,ASR,
Adams State University,Football,,,,,
Adams State University,Football,Am. Ind./AN,33-a,43-b,30-e,
Adams State University,Football,,,,,
Adams State University,Football,Asian,-,0-a,0-a,
Adams State University,Football,,,,,
Adams State University,Football,Black,-,0-d,8-c,
Adams State University,Football,,,,,
Adams State University,Football,Hispanic,0-a,20-c,24-e,
Adams State University,Football,,,,,
Adams State University,Football,Nat. Haw./PI,50-a,43-b,38-b,
Adams State University,Football,,,,,
Adams State University,Football,US N-R,50-a,33-a,33-a,
Adams State University,Football,,,,,
Adams State University,Football,Two or More,20-a,27-c,29-c,
Adams State University,Football,,,,,
Adams State University,Football,Unknown,-,0-a,60-b,
Adams State University,Football,,,,,
Adams State University,Football,White,43-b,23-e,44-e,
Adams State University,Football,,,,,
Adams State University,Football,Total,32-e,21-e,34-e,
Adams State University,Men's Basketball,Am. Ind./AN,0-a,0-a,46-c,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,Asian,-,-,-,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,Black,0-a,0-a,40-a,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,Hispanic,0-a,0-a,20-a,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,Nat. Haw./PI,-,-,-,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,US N-R,-,100-a,100-a,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,Two or More,0-a,0-b,0-a,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,Unknown,0-a,0-a,0-a,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,White,0-a,43-b,63-b,
Adams State University,Men's Basketball,,,,,
Adams State University,Men's Basketball,Total,0-b,15-e,41-e,
Adams State University,Men's Other,Am. Ind./AN,0-a,20-a,67-b,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,Asian,0-a,0-a,-,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,Black,-,0-a,0-a,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,Hispanic,57-c,48-e,51-e,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,Nat. Haw./PI,-,100-a,100-a,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,US N-R,-,0-a,0-a,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,Two or More,0-a,40-a,38-b,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,Unknown,25-a,43-b,53-c,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,White,31-d,26-e,36-e,
Adams State University,Men's Other,,,,,
Adams State University,Men's Other,Total,36-e,32-e,42-e,
Adams State University,Men's CC/Track,,2017-18 4,-Class,ASR,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Am. Ind./AN,-,100-a,100-a,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Asian,-,-,-,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Black,0-a,0-a,20-a,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Hispanic,0-a,17-c,38-c,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,US N-R,0-a,57-b,86-b,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Two or More,0-a,0-a,0-a,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Unknown,33-a,50-a,75-a,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,White,75-a,56-b,69-d,
Adams State University,Men's CC/Track,,,,,
Adams State University,Men's CC/Track,Total,24-d,41-e,59-e,
Adams State University,Women's Basketball,201,7-18 4-,Class,ASR,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Am. Ind./AN,-,67-a,71-c,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Asian,0-a,0-a,-,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Black,-,0-a,0-a,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Hispanic,50-a,31-c,38-c,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Nat. Haw./PI,-,-,-,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,US N-R,-,-,0-a,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Two or More,-,33-a,67-a,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Unknown,0-a,25-a,33-a,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,White,25-a,22-d,55-d,
Adams State University,Women's Basketball,,,,,
Adams State University,Women's Basketball,Total,27-c,27-e,52-e,
Adams State University,Women's CC/Track,,%-N,,,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,,2017-18,4-Class,ASR,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Am. Ind./AN,-,-,50-a,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Asian,0-a,0-a,-,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Black,-,-,-,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Hispanic,25-a,33-b,50-b,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,US N-R,-,0-a,100-a,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Two or More,0-a,50-a,67-a,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Unknown,-,-,100-a,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,White,67-a,57-c,90-d,
Adams State University,Women's CC/Track,,,,,
Adams State University,Women's CC/Track,Total,33-b,46-e,79-e,
Adams State University,Women's Other,,2017-18,4-Class,ASR,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Am. Ind./AN,50-a,67-b,67-b,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Asian,-,0-a,0-a,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Black,-,0-a,0-a,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Hispanic,50-a,53-e,60-e,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Nat. Haw./PI,-,-,-,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,US N-R,-,-,100-a,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Two or More,-,100-a,100-a,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Unknown,25-a,40-a,70-b,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,White,41-d,53-e,71-e,
Adams State University,Women's Other,,,,,
Adams State University,Women's Other,Total,41-e,52-e,67-e,
Allen University,Baseball,,2017-18 4-C,lassA,,
Allen University,Baseball,,,,,
Allen University,Baseball,Am. Ind./AN,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,Asian,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,Black,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,Hispanic,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,Nat. Haw./PI,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,US N-R,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,Two or More,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,Unknown,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,White,-,-,,
Allen University,Baseball,,,,,
Allen University,Baseball,Total,-,-,,
Allen University,Football,,%-N,,,
Allen University,Football,,,,,
Allen University,Football,,2017-18 4-C,lass,AS,
Allen University,Football,,,,,
Allen University,Football,Am. Ind./AN,-,-,-,
Allen University,Football,,,,,
Allen University,Football,Asian,-,-,-,
Allen University,Football,,,,,
Allen University,Football,Black,-,-,0-a,
Allen University,Football,,,,,
Allen University,Football,Hispanic,-,-,-,
Allen University,Football,,,,,
Allen University,Football,Nat. Haw./PI,-,-,-,
Allen University,Football,,,,,
Allen University,Football,US N-R,-,-,-,
Allen University,Football,,,,,
Allen University,Football,Two or More,-,-,-,
Allen University,Football,,,,,
Allen University,Football,Unknown,-,-,-,
Allen University,Football,,,,,
Allen University,Football,White,-,-,-,
Allen University,Football,,,,,
Allen University,Football,Total,-,-,0-a,
Allen University,Men's Basketball,,2017-18 4-,Class,AS,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Am. Ind./AN,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Asian,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Black,0-a,0-b,0-c,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Hispanic,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Nat. Haw./PI,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,US N-R,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Two or More,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Unknown,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,White,-,-,-,
Allen University,Men's Basketball,,,,,
Allen University,Men's Basketball,Total,0-a,0-b,0-c,
Allen University,Men's Other,,2017-18 4-,Class,ASR,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Am. Ind./AN,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Asian,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Black,0-c,0-e,0-d,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Hispanic,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Nat. Haw./PI,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,US N-R,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Two or More,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Unknown,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,White,-,-,-,
Allen University,Men's Other,,,,,
Allen University,Men's Other,Total,0-c,0-e,0-d,
Allen University,Men's CC/Track,,2017-18 4-,Class,ASR,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Am. Ind./AN,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Asian,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Black,0-a,0-b,0-b,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Hispanic,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Nat. Haw./PI,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,US N-R,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Two or More,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Unknown,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,White,-,-,-,
Allen University,Men's CC/Track,,,,,
Allen University,Men's CC/Track,Total,0-a,0-b,0-b,
Allen University,Women's Basketball,201,7-18 4-C,lass,ASR,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Am. Ind./AN,-,-,-,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Asian,-,-,-,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Black,0-a,0-a,0-b,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Hispanic,-,-,0-a,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Nat. Haw./PI,-,-,-,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,US N-R,-,-,-,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Two or More,-,-,-,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Unknown,-,-,-,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,White,-,-,-,
Allen University,Women's Basketball,,,,,
Allen University,Women's Basketball,Total,0-a,0-a,0-c,
Allen University,Women's CC/Track,,%-N,,,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,,2017-18,4-Class,ASR,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Am. Ind./AN,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Asian,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Black,0-a,0-a,0-a,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Hispanic,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Nat. Haw./PI,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,US N-R,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Two or More,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Unknown,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,White,-,-,-,
Allen University,Women's CC/Track,,,,,
Allen University,Women's CC/Track,Total,0-a,0-a,0-a,
Allen University,Women's Other,,2017-18,4-Class,ASR,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Am. Ind./AN,0-a,0-a,0-a,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Asian,-,-,-,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Black,0-b,0-b,0-b,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Hispanic,-,-,-,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Nat. Haw./PI,-,-,-,
Allen University,Women's Other,,,,,
Allen University,Women's Other,US N-R,-,-,0-a,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Two or More,0-a,0-a,0-a,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Unknown,-,-,-,
Allen University,Women's Other,,,,,
Allen University,Women's Other,White,0-a,0-a,0-a,
Allen University,Women's Other,,,,,
Allen University,Women's Other,Total,0-c,0-c,0-c,
Anderson University (South Carolina),Baseball,,2017-18 4,-Class,ASR,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Am. Ind./AN,-,-,67-a,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Asian,-,-,-,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Black,-,50-a,67-a,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Hispanic,-,0-a,-,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Nat. Haw./PI,-,-,-,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,US N-R,-,100-a,100-a,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Two or More,-,-,0-a,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Unknown,-,-,-,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,White,50-b,60-e,83-e,
Anderson University (South Carolina),Baseball,,,,,
Anderson University (South Carolina),Baseball,Total,50-b,60-e,80-e,
Anderson University (South Carolina),Football,,%-N,,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,,2017-18 4-C,lassA,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Am. Ind./AN,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Asian,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Black,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Hispanic,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Nat. Haw./PI,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,US N-R,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Two or More,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Unknown,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,White,-,-,,
Anderson University (South Carolina),Football,,,,,
Anderson University (South Carolina),Football,Total,-,-,,
Anderson University (South Carolina),Men's Basketball,Am. Ind./AN,-,-,-,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,Asian,-,-,-,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,Black,0-a,11-b,36-c,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,Hispanic,-,-,-,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,Nat. Haw./PI,-,-,-,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,US N-R,100-a,100-a,100-a,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,Two or More,-,-,-,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,Unknown,-,-,-,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,White,100-a,50-b,67-b,
Anderson University (South Carolina),Men's Basketball,,,,,
Anderson University (South Carolina),Men's Basketball,Total,60-a,33-d,50-e,
Anderson University (South Carolina),Men's Other,Am. Ind./AN,-,0-a,0-a,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,Asian,-,-,-,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,Black,-,0-a,50-a,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,Hispanic,100-a,60-a,71-b,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,Nat. Haw./PI,-,-,-,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,US N-R,25-a,19-d,75-e,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,Two or More,-,-,-,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,Unknown,-,-,-,
Anderson University (South Carolina),Men's Other,,,,,
Anderson University (South Carolina),Men's Other,White,100-b,51-e,100-e,
Anderson University (South Carolina),Men's Other,,,,,
